game,log,mc_value,noise,player,rs_value
safety,sepsis,0.0,0.0,Seq2@6@1,0.0
safety,sepsis,0.0,0.0,Seq2@7@2,0.0
safety,sepsis,0.0,0.0,Seq2@6@2,0.0
safety,sepsis,0.0,0.0,Seq2@7@3,0.0
safety,sepsis,0.0,0.0,Seq2@6@3,0.0
safety,sepsis,0.0,0.0,Seq2@10@1,0.0
safety,sepsis,0.0,0.0,Seq2@9@1,0.0
safety,sepsis,0.0,0.0,Seq2@8@1,0.0
safety,sepsis,0.0,0.0,Seq2@9@2,0.0
safety,sepsis,0.0,0.0,Seq2@10@2,0.0
safety,sepsis,0.0,0.0,Seq2@9@3,0.0
safety,sepsis,0.0,0.0,Seq2@8@2,0.0
safety,sepsis,0.0,0.0,Seq2@8@3,0.0
safety,sepsis,0.0,0.0,Seq3@7,0.0
safety,sepsis,0.0,0.0,Seq2@7@4,0.0
safety,sepsis,0.0,0.0,Seq2@6@4,0.0
safety,sepsis,0.0,0.0,Seq4@5@1,0.0
safety,sepsis,0.0,0.0,Seq4@5@2,0.0
safety,sepsis,0.0,0.0,Seq2@4@2,0.0
safety,sepsis,0.0,0.0,Seq2@3@2,0.0
safety,sepsis,0.0,0.0,Seq2@3@3,0.0
safety,sepsis,0.0,0.0,Seq2@2@2,0.0
safety,sepsis,0.0,0.0,Seq3@1,0.0
